id,title,company,city,salary,education,experience,job_type,skills,benefits,description,requirements,publish_date,contact_person,phone,email,address,source,status,views,applications
2997,护理助理,养老院98,昆明,12000-15000元/月,大专,1年以下,兼职,急救技能、无传染病、药物管理,加班费、交通补贴,在养老院98担任护理助理，负责日常护理工作，具备良好的沟通能力和责任心。,技能要求：鼻饲护理、吃苦耐劳、医疗护理；学历要求：护理专业优先；年龄要求：35岁以下；工作经验：5-10年；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-01,邵红霞,18249689256,duwei@example.org,广东省秀云市六枝特嘉禾街s座 289958,51job,招聘中,677,25
2998,残疾人护理员,健康管理公司347,武汉,6000-8000元/月,中专,10年以上,白班,沟通技巧、导尿护理、吸痰护理、有爱心、基础护理,交通补贴、晋升空间、意外保险、绩效奖金、五险一金,负责残疾人护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：不限；学历要求：中专；技能要求：医疗护理、身体健康、沟通技巧、导尿护理、康复护理、无传染病、吃苦耐劳、伤口护理；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：29岁以下；性别要求：女,2025-09-18,方建平,18775952529,jiangwei@example.org,湖北省柳州市上街大冶街A座 752439,猎聘网,已暂停,730,39
2999,养老护理员,医院171,常州,20000-25000元/月,不限,1年以下,临时,血糖监测、伤口护理、吃苦耐劳,餐补、健康体检、五险一金、意外保险,为养老护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,工作经验：1-3年；学历要求：高中；性别要求：女,2025-08-31,许辉,13826601497,cxue@example.org,辽宁省丹丹县白云潜江街J座 885992,51job,招聘中,226,43
3000,重症护理员,社区卫生服务中心200,长春,23833元/月,本科,1-3年,夜班,营养配餐、伤口护理、医疗护理,带薪年假、五险一金、包吃包住、绩效奖金、意外保险,负责重症护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,工作经验：3-5年；性别要求：不限；年龄要求：24岁以下,2025-09-02,王雪梅,13748648209,juanfeng@example.org,浙江省浩市永川龙路e座 897174,51job,招聘中,392,15
3001,术后护理员,家政服务公司819,呼和浩特,8000-10000元/月,高中,1年以下,白班,药物管理、有爱心、导尿护理、康复护理,绩效奖金、生日福利、健康体检、晋升空间,招聘术后护理员，工作地点在呼和浩特，要求身体健康，有爱心，能吃苦耐劳。,性别要求：女；工作经验：3-5年；年龄要求：25岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：本科,2025-08-20,张建平,13966397989,pengyang@example.org,黑龙江省郑州县南溪阜新路K座 553504,Boss直聘,招聘中,590,26
3002,残疾人护理员,养老院335,深圳,3000-4000元/月,护理专业优先,不限,长期,耐心细心、生活护理、营养配餐,交通补贴、年终奖,招聘残疾人护理员，工作地点在深圳，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：本科；工作经验：1年以下；年龄要求：36岁以下；技能要求：药物管理、血糖监测、沟通技巧,2025-08-29,杨伟,15764237483,gongyang@example.net,贵州省齐齐哈尔县孝南上海街F座 503453,Boss直聘,招聘中,391,23
3003,护工,健康管理公司458,北京,10336元/月,不限,1-3年,短期,有爱心、无传染病、安全防护、伤口护理、医疗护理,年终奖、住宿补贴、健康体检、加班费、培训机会、晋升空间,为护工岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,技能要求：耐心细心、体位护理、基础护理、药物管理、翻身护理、吸痰护理、血压测量；性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：35岁以下；工作经验：1-3年；学历要求：不限,2025-08-26,傅海燕,13267354407,jinggu@example.net,天津市嘉禾县白云李路D座 934522,智联招聘,已结束,17,28
3004,医疗护理员,医疗科技公司426,海口,20000-25000元/月,高中,10年以上,实习,导尿护理、身体健康、基础护理、心理护理,五险一金、包吃包住、餐补,在医疗科技公司426担任医疗护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：不限；性别要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：不限,2025-09-07,钱艳,13646905010,dchen@example.org,四川省丹丹县城北天津路j座 679072,51job,已暂停,874,23
3005,护理助理,医疗护理公司634,青岛,15000-20000元/月,本科,1-3年,长期,急救技能、营养配餐、翻身护理、导尿护理、生活护理、吸痰护理、有爱心、耐心细心,生日福利、晋升空间、住宿补贴、包吃包住、绩效奖金、餐补,招聘护理助理，工作地点在青岛，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：男；技能要求：无传染病、沟通技巧、翻身护理；工作经验：3-5年,2025-09-08,彭凯,13538442116,xiulanqian@example.com,上海市旭市门头沟贾街w座 891337,Boss直聘,已暂停,258,18
3006,护理员,护理站512,天津,12000-15000元/月,初中,5-10年,全职,安全防护、耐心细心、药物管理、体位护理、急救技能、鼻饲护理,餐补、绩效奖金、包吃包住,在护理站512担任护理员，负责日常护理工作，具备良好的沟通能力和责任心。,年龄要求：25岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：不限；工作经验：1年以下,2025-09-18,周桂英,15717209993,nshao@example.org,广西壮族自治区济南县清浦刘街J座 142150,拉勾网,已暂停,290,12
3007,护理员,医疗科技公司310,合肥,22636元/月,高中,3-5年,长期,导尿护理、翻身护理、鼻饲护理、血糖监测,生日福利、餐补,为护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,工作经验：1-3年；性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-26,孙秀云,13860991689,yong85@example.org,澳门特别行政区伟县闵行六安街h座 861641,51job,已暂停,987,36
3008,护工,康复中心458,福州,2383元/月,大专,1年以下,临时,沟通技巧、翻身护理、按摩技能、责任心强,包吃包住、带薪年假,为护工岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：不限；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：不限,2025-08-30,丁璐,14527975242,lei46@example.org,上海市建军县上街朱街g座 618248,51job,招聘中,53,25
3009,残疾人护理员,专业护理机构942,郑州,4000-5000元/月,高中,1年以下,兼职,翻身护理、心理护理、有爱心,五险一金、年终奖、包吃包住,为残疾人护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,性别要求：女；工作经验：5-10年；学历要求：中专；技能要求：急救技能、有爱心、耐心细心、沟通技巧、导尿护理、按摩技能；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-20,李飞,13218647384,yongwei@example.com,内蒙古自治区婷婷市南湖太原路r座 808415,拉勾网,已暂停,727,22
3010,高级护理员,医疗集团311,石家庄,20000-25000元/月,初中,5-10年,全职,急救技能、吸痰护理、血糖监测、吃苦耐劳,晋升空间、意外保险、年终奖、餐补、节日福利,需要高级护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：男；技能要求：伤口护理、药物管理、血压测量、吸痰护理、吃苦耐劳、责任心强、有爱心、体位护理；工作经验：10年以上,2025-08-25,赖建军,15968617306,chao09@example.net,湖南省淑华市翔安宁德街d座 828216,猎聘网,已暂停,825,38
3011,护理助理,护理站68,沈阳,9760元/月,中专,1年以下,白班,医疗护理、药物管理、翻身护理、安全防护、导尿护理、沟通技巧,培训机会、生日福利,负责护理助理工作，为患者提供专业的护理服务，确保患者安全和舒适。,学历要求：本科；年龄要求：32岁以下；工作经验：1-3年；性别要求：不限；技能要求：翻身护理、医疗护理、鼻饲护理、血压测量、体位护理、安全防护,2025-08-31,江小红,15746263915,xia81@example.org,黑龙江省楠县海陵台北街U座 467893,猎聘网,已结束,163,19
3012,专业护理员,医疗护理公司101,南宁,8000-10000元/月,护理专业优先,1年以下,白班,基础护理、心理护理、沟通技巧,加班费、住宿补贴,需要专业护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,工作经验：1-3年；年龄要求：48岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：初中,2025-09-18,颜颖,18229972274,kangjuan@example.com,山东省哈尔滨市萧山大冶路H座 189138,猎聘网,招聘中,339,33
3013,护理员,养老服务公司857,北京,29534元/月,不限,5-10年,实习,安全防护、心理护理、沟通技巧、体位护理、身体健康、翻身护理,生日福利、带薪年假、绩效奖金、晋升空间,需要护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,学历要求：大专；技能要求：责任心强、营养配餐、沟通技巧、生活护理、药物管理；年龄要求：46岁以下,2025-08-23,王莹,15873225021,tao43@example.org,山东省马鞍山市清浦傅路r座 759077,51job,已结束,574,31
3014,老年护理员,护理站143,温州,25000-30000元/月,不限,3-5年,全职,营养配餐、耐心细心、血压测量、体位护理、医疗护理,意外保险、生日福利,为老年护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,技能要求：有爱心、康复护理、急救技能、鼻饲护理、导尿护理；性别要求：不限；工作经验：不限,2025-09-09,兰桂香,14503990180,qiaoyang@example.org,湖南省乌鲁木齐县山亭哈尔滨路F座 895953,Boss直聘,已暂停,394,2
3015,护工,医院222,沈阳,25000-30000元/月,本科,10年以上,短期,无传染病、耐心细心、鼻饲护理、按摩技能、安全防护,餐补、节日福利、交通补贴、意外保险、培训机会,招聘护工，工作地点在沈阳，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：男；工作经验：3-5年,2025-09-14,郭秀云,15204312783,jun64@example.com,海南省嘉禾县怀柔济南路Y座 768036,智联招聘,招聘中,474,10
3016,护工,养老院942,大连,18215元/月,大专,1年以下,兼职,血糖监测、有爱心、按摩技能、身体健康、生活护理,住宿补贴、五险一金、带薪年假、晋升空间、绩效奖金、餐补,负责护工工作，为患者提供专业的护理服务，确保患者安全和舒适。,性别要求：女；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：1-3年,2025-09-17,郭林,13125143275,xiuyinghao@example.org,北京市秀云县和平通辽街c座 425840,Boss直聘,已暂停,307,7
